Beneficiário,Programa,Natureza,Convênio,Pago,Pagar,Base Referência,Sub-programa,ano
FUNDO - ADAMANTINA,Glicemia,Custeio,17.212,17.212,0,0,,2013
FUNDO - ADAMANTINA,Atenção Basica,Custeio,101.529,50.765,50.764,0,,2013
FUNDO - ADAMANTINA,Sorria SP,Custeio,6.840,6.840,0,0,,2013
FUNDO - ADAMANTINA,Sorria SP,Custeio,29.160,29.160,0,0,,2013
FUNDO - ADAMANTINA,Qualis UBS,Custeio,216.000,216.000,0,0,,2013
FUNDO - ADOLFO,Glicemia,Custeio,1.855,1.855,0,0,,2013
FUNDO - ADOLFO,Qualis Mais,Custeio,33.600,33.600,0,0,,2013
FUNDO - ADOLFO,Qualis Mais,Custeio,14.400,14.400,0,0,,2013
FUNDO - ADOLFO,Atenção Basica,Custeio,10.614,5.307,5.307,0,,2013
FUNDO - ADOLFO,Qualis UBS,Custeio,217.000,217.000,0,0,,2013
FUNDO - AGUAI,Glicemia,Custeio,16.051,16.051,0,0,,2013
FUNDO - AGUAI,Qualis Mais,Custeio,18.000,18.000,0,0,,2013
FUNDO - AGUAI,Atenção Basica,Custeio,98.235,98.235,0,0,,2013
FUNDO - AGUAI,Sorria SP,Custeio,18.000,18.000,0,0,,2013
FUNDO - AGUAI,Sorria SP,Custeio,18.000,18.000,0,0,,2013
FUNDO - AGUAI,Qualis UBS,Custeio,210.000,210.000,0,0,,2013
FUNDO - ÁGUAS DA PRATA,Glicemia,Custeio,3.867,3.867,0,0,,2013
FUNDO - ÁGUAS DA PRATA,Atenção Basica,Custeio,22.959,11.480,11.479,0,,2013
FUNDO - ÁGUAS DA PRATA,Sorria SP,Custeio,36.000,36.000,0,0,,2013
FUNDO - ÁGUAS DA PRATA,Qualis UBS,Custeio,210.000,210.000,0,0,,2013
FUNDO - ÁGUAS DE LINDOIA,Glicemia,Custeio,8.170,8.170,0,0,,2013
FUNDO - ÁGUAS DE LINDOIA,Atenção Basica,Custeio,52.314,26.157,26.157,0,,2013
FUNDO - ÁGUAS DE LINDOIA,Sorria SP,Custeio,18.000,18.000,0,0,,2013
FUNDO - ÁGUAS DE LINDOIA,Sorria SP,Custeio,18.000,18.000,0,0,,2013
FUNDO - ÁGUAS DE LINDOIA,Qualis UBS,Custeio,217.000,217.000,0,0,,2013
FUNDO - ÁGUAS DE LINDOIA,Sorria SP,Custeio,18.000,0,18.000,0,,2013
FUNDO - ÁGUAS DE LINDOIA,Sorria SP,Custeio,18.000,0,18.000,0,,2013
FUNDO - ÁGUAS DE SANTA BARBARA,Glicemia,Custeio,2.806,2.806,0,0,,2013
FUNDO - ÁGUAS DE SANTA BARBARA,Atenção Basica,Custeio,16.974,8.487,8.487,0,,2013
FUNDO - ÁGUAS DE SANTA BARBARA,Qualis UBS,Custeio,217.000,217.000,0,0,,2013
FUNDO - ÁGUAS DE SÃO PEDRO,Glicemia,Custeio,1.307,1.307,0,0,,2013
FUNDO - ÁGUAS DE SÃO PEDRO,Atenção Basica,Custeio,8.496,4.248,4.248,0,,2013
FUNDO - ÁGUAS DE SÃO PEDRO,Qualis UBS,Custeio,210.000,210.000,0,0,,2013
FUNDO - AGUDOS,Glicemia,Custeio,18.094,18.094,0,0,,2013
FUNDO - AGUDOS,Qualis Mais,Custeio,117.600,117.600,0,0,,2013
FUNDO - AGUDOS,Qualis Mais,Custeio,50.400,50.400,0,0,,2013
FUNDO - AGUDOS,Atenção Basica,Custeio,104.499,52.250,52.249,0,,2013
FUNDO - AGUDOS,Qualis UBS,Custeio,192.000,192.000,0,0,,2013
FUNDO - ALAMBARI,Glicemia,Custeio,2.196,2.196,0,0,,2013
FUNDO - ALAMBARI,Qualis Mais,Custeio,24.000,24.000,0,0,,2013
FUNDO - ALAMBARI,Qualis Mais,Custeio,24.000,24.000,0,0,,2013
FUNDO - ALAMBARI,Atenção Basica,Custeio,15.213,7.607,7.606,0,,2013
FUNDO - ALAMBARI,Sorria SP,Custeio,18.000,18.000,0,0,,2013
FUNDO - ALAMBARI,Sorria SP,Custeio,18.000,18.000,0,0,,2013
FUNDO - ALAMBARI,Qualis UBS,Custeio,216.000,216.000,0,0,,2013
FUNDO - ALFREDO MARCONDES,Glicemia,Custeio,2.048,2.048,0,0,,2013
FUNDO - ALFREDO MARCONDES,Qualis Mais,Custeio,28.800,28.800,0,0,,2013
FUNDO - ALFREDO MARCONDES,Qualis Mais,Custeio,67.200,67.200,0,0,,2013
FUNDO - ALFREDO MARCONDES,Atenção Basica,Custeio,11.763,5.882,5.881,0,,2013
FUNDO - ALFREDO MARCONDES,Qualis UBS,Custeio,216.000,216.000,0,0,,2013
FUNDO - ALTAIR,Glicemia,Custeio,1.644,1.644,0,0,,2013
FUNDO - ALTAIR,Qualis Mais,Custeio,24.000,24.000,0,0,,2013
FUNDO - ALTAIR,Qualis Mais,Custeio,24.000,24.000,0,0,,2013
FUNDO - ALTAIR,Atenção Basica,Custeio,11.557,5.789,5.768,0,,2013
FUNDO - ALTAIR,Sorria SP,Custeio,36.000,36.000,0,0,,2013
FUNDO - ALTAIR,Qualis UBS,Custeio,207.000,207.000,0,0,,2013
FUNDO - ALTINÓPOLIS,Glicemia,Custeio,7.777,7.777,0,0,,2013
FUNDO - ALTINÓPOLIS,Qualis Mais,Custeio,134.400,134.400,0,0,,2013
FUNDO - ALTINÓPOLIS,Qualis Mais,Custeio,57.600,57.600,0,0,,2013
FUNDO - ALTINÓPOLIS,Atenção Basica,Custeio,46.881,23.441,23.440,0,,2013
FUNDO - ALTINÓPOLIS,Sorria SP,Custeio,36.000,36.000,0,0,,2013
FUNDO - ALTINÓPOLIS,Qualis UBS,Custeio,216.000,216.000,0,0,,2013
FUNDO - ALTO ALEGRE,Glicemia,Custeio,2.133,2.133,0,0,,2013
FUNDO - ALTO ALEGRE,Qualis Mais,Custeio,48.000,48.000,0,0,,2013
FUNDO - ALTO ALEGRE,Qualis Mais,Custeio,48.000,48.000,0,0,,2013
FUNDO - ALTO ALEGRE,Atenção Basica,Custeio,12.234,6.117,6.117,0,,2013
FUNDO - ALTO ALEGRE,Qualis UBS,Custeio,210.000,210.000,0,0,,2013
FUNDO - ALTO ALEGRE,Sorria SP,Custeio,18.000,18.000,0,0,,2013
FUNDO - ALTO ALEGRE,Sorria SP,Custeio,18.000,18.000,0,0,,2013
FUNDO - ALUMINIO,Glicemia,Custeio,8.214,8.214,0,0,,2013
FUNDO - ALUMINIO,Atenção Basica,Custeio,51.237,25.619,25.618,0,,2013
FUNDO - ALUMINIO,Qualis UBS,Custeio,150.000,150.000,0,0,,2013
FUNDO - ÁLVARES FLORENCE,Glicemia,Custeio,1.938,1.939,-1,0,,2013
FUNDO - ÁLVARES FLORENCE,Qualis Mais,Custeio,33.600,33.600,0,0,,2013
FUNDO - ÁLVARES FLORENCE,Qualis Mais,Custeio,14.400,14.400,0,0,,2013
FUNDO - ÁLVARES FLORENCE,Atenção Basica,Custeio,11.502,5.751,5.751,0,,2013
FUNDO - ÁLVARES FLORENCE,Sorria SP,Custeio,25.200,25.200,0,0,,2013
FUNDO - ÁLVARES FLORENCE,Sorria SP,Custeio,10.800,10.800,0,0,,2013
FUNDO - ÁLVARES FLORENCE,Qualis UBS,Custeio,217.000,217.000,0,0,,2013
FUNDO - ÁLVARES MACHADO,Glicemia,Custeio,11.889,11.889,0,0,,2013
FUNDO - ÁLVARES MACHADO,Qualis Mais,Custeio,57.600,57.600,0,0,,2013
FUNDO - ÁLVARES MACHADO,Qualis Mais,Custeio,134.400,134.400,0,0,,2013
FUNDO - ÁLVARES MACHADO,Atenção Basica,Custeio,70.926,35.463,35.463,0,,2013
FUNDO - ÁLVARES MACHADO,Qualis UBS,Custeio,148.500,148.500,0,0,,2013
