Beneficiário,Programa,Natureza,Convênio,Pago,Pagar,Base Referência,Sub-programa,ano
FUNDO - ADAMANTINA,Glicemia,Custeio,17.212,17.212,0,0.0,,2016
FUNDO - ADAMANTINA,Atenção Basica,Custeio,105.144,105.144,0,0.0,,2016
FUNDO - ADAMANTINA,Dose Certa,Custeio,14.932,14.932,0,0.0,,2016
FUNDO - ADAMANTINA,Aedes Aegypti,Custeio,67.200,67.200,0,0.0,,2016
FUNDO - ADAMANTINA,Dose Certa,Custeio,6.499,6.499,0,0.0,,2016
FUNDO - ADAMANTINA,Dose Certa,Custeio,8.534,8.534,0,0.0,,2016
FUNDO - ADOLFO,Glicemia,Custeio,1.855,1.856,-1,0.0,,2016
FUNDO - ADOLFO,Atenção Basica,Custeio,10.869,10.869,0,0.0,,2016
FUNDO - ADOLFO,Dose Certa,Custeio,4.395,4.395,0,0.0,,2016
FUNDO - ADOLFO,Aedes Aegypti,Custeio,40.440,40.440,0,0.0,,2016
FUNDO - ADOLFO,Dose Certa,Custeio,1.455,1.455,0,0.0,,2016
FUNDO - ADOLFO,Dose Certa,Custeio,953,953,0,0.0,,2016
FUNDO - ADOLFO,Qualis Mais,Custeio,48.000,48.000,0,0.0,,2016
FUNDO - AGUAI,Glicemia,Custeio,16.226,16.224,2,0.0,,2016
FUNDO - AGUAI,Atenção Basica,Custeio,104.589,104.589,0,0.0,,2016
FUNDO - AGUAI,Dose Certa,Custeio,34.522,34.522,0,0.0,,2016
FUNDO - AGUAI,Aedes Aegypti,Custeio,41.640,41.640,0,0.0,,2016
FUNDO - AGUAI,Dose Certa,Custeio,16.443,16.443,0,0.0,,2016
FUNDO - AGUAI,Dose Certa,Custeio,6.481,6.481,0,0.0,,2016
FUNDO - AGUAI,Qualis Mais,Custeio,18.000,18.000,0,0.0,,2016
FUNDO - ÁGUAS DA PRATA,Glicemia,Custeio,3.867,3.868,-1,0.0,,2016
FUNDO - ÁGUAS DA PRATA,Atenção Basica,Custeio,24.075,24.075,0,0.0,,2016
FUNDO - ÁGUAS DA PRATA,Dose Certa,Custeio,7.283,7.283,0,0.0,,2016
FUNDO - ÁGUAS DA PRATA,Aedes Aegypti,Custeio,24.720,24.720,0,0.0,,2016
FUNDO - ÁGUAS DA PRATA,Dose Certa,Custeio,4.917,4.917,0,0.0,,2016
FUNDO - ÁGUAS DA PRATA,Dose Certa,Custeio,1.093,1.093,0,0.0,,2016
FUNDO - ÁGUAS DE LINDOIA,Glicemia,Custeio,8.677,8.676,1,0.0,,2016
FUNDO - ÁGUAS DE LINDOIA,Atenção Basica,Custeio,54.939,54.939,0,0.0,,2016
FUNDO - ÁGUAS DE LINDOIA,Dose Certa,Custeio,2.536,2.536,0,0.0,,2016
FUNDO - ÁGUAS DE LINDOIA,Aedes Aegypti,Custeio,23.880,23.880,0,0.0,,2016
FUNDO - ÁGUAS DE LINDOIA,Dose Certa,Custeio,5.420,5.420,0,0.0,,2016
FUNDO - ÁGUAS DE LINDOIA,Dose Certa,Custeio,4.131,4.131,0,0.0,,2016
FUNDO - ÁGUAS DE SANTA BARBARA,Glicemia,Custeio,2.815,2.816,-1,0.0,,2016
FUNDO - ÁGUAS DE SANTA BARBARA,Atenção Basica,Custeio,17.832,17.832,0,0.0,,2016
FUNDO - ÁGUAS DE SANTA BARBARA,Dose Certa,Custeio,2.637,2.637,0,0.0,,2016
FUNDO - ÁGUAS DE SANTA BARBARA,Dose Certa,Custeio,2.203,2.203,0,0.0,,2016
FUNDO - ÁGUAS DE SANTA BARBARA,Dose Certa,Custeio,1.535,1.535,0,0.0,,2016
FUNDO - ÁGUAS DE SÃO PEDRO,Glicemia,Custeio,1.386,1.384,2,0.0,,2016
FUNDO - ÁGUAS DE SÃO PEDRO,Atenção Basica,Custeio,9.417,9.417,0,0.0,,2016
FUNDO - ÁGUAS DE SÃO PEDRO,Dose Certa,Custeio,873,873,0,0.0,,2016
FUNDO - ÁGUAS DE SÃO PEDRO,Dose Certa,Custeio,539,539,0,0.0,,2016
FUNDO - ÁGUAS DE SÃO PEDRO,Dose Certa,Custeio,641,641,0,0.0,,2016
FUNDO - ÁGUAS DE SÃO PEDRO,Dose Certa,Custeio,7.333,0,7.333,0.0,,2016
FUNDO - AGUDOS,Glicemia,Custeio,18.094,18.096,-2,0.0,,2016
FUNDO - AGUDOS,Atenção Basica,Custeio,109.572,109.572,0,0.0,,2016
FUNDO - AGUDOS,Dose Certa,Custeio,22.088,22.088,0,0.0,,2016
FUNDO - AGUDOS,Aedes Aegypti,Custeio,55.200,55.200,0,0.0,,2016
FUNDO - AGUDOS,Dose Certa,Custeio,836,836,0,0.0,,2016
FUNDO - AGUDOS,Dose Certa,Custeio,9.761,9.761,0,0.0,,2016
FUNDO - AGUDOS,Qualis Mais,Custeio,168.000,168.000,0,0.0,,2016
FUNDO - ALAMBARI,Glicemia,Custeio,2.490,2.488,2,0.0,,2016
FUNDO - ALAMBARI,Atenção Basica,Custeio,16.680,16.680,0,0.0,,2016
FUNDO - ALAMBARI,Dose Certa,Custeio,2.704,2.704,0,0.0,,2016
FUNDO - ALAMBARI,Aedes Aegypti,Custeio,22.920,22.920,0,0.0,,2016
FUNDO - ALAMBARI,Dose Certa,Custeio,542,542,0,0.0,,2016
FUNDO - ALAMBARI,Dose Certa,Custeio,1.021,1.021,0,0.0,,2016
FUNDO - ALAMBARI,Qualis Mais,Custeio,48.000,48.000,0,0.0,,2016
FUNDO - ALFREDO MARCONDES,Glicemia,Custeio,2.028,2.028,0,0.0,,2016
FUNDO - ALFREDO MARCONDES,Atenção Basica,Custeio,12.303,12.303,0,0.0,,2016
FUNDO - ALFREDO MARCONDES,Dose Certa,Custeio,2.804,2.804,0,0.0,,2016
FUNDO - ALFREDO MARCONDES,Aedes Aegypti,Custeio,45.360,45.360,0,0.0,,2016
FUNDO - ALFREDO MARCONDES,Dose Certa,Custeio,1.359,1.359,0,0.0,,2016
FUNDO - ALFREDO MARCONDES,Dose Certa,Custeio,1.460,1.460,0,0.0,,2016
FUNDO - ALFREDO MARCONDES,Qualis Mais,Custeio,96.000,96.000,0,0.0,,2016
FUNDO - ALTAIR,Glicemia,Custeio,1.919,1.920,-1,0.0,,2016
FUNDO - ALTAIR,Atenção Basica,Custeio,12.180,12.180,0,0.0,,2016
FUNDO - ALTAIR,Dose Certa,Custeio,2.502,2.502,0,0.0,,2016
FUNDO - ALTAIR,Aedes Aegypti,Custeio,28.080,28.080,0,0.0,,2016
FUNDO - ALTAIR,Dose Certa,Custeio,716,716,0,0.0,,2016
FUNDO - ALTAIR,Dose Certa,Custeio,891,891,0,0.0,,2016
FUNDO - ALTAIR,Qualis Mais,Custeio,48.000,48.000,0,0.0,,2016
FUNDO - ALTINÓPOLIS,Glicemia,Custeio,7.809,7.808,1,0.0,,2016
FUNDO - ALTINÓPOLIS,Atenção Basica,Custeio,48.537,48.537,0,0.0,,2016
FUNDO - ALTINÓPOLIS,Dose Certa,Custeio,14.613,14.613,0,0.0,,2016
FUNDO - ALTINÓPOLIS,Aedes Aegypti,Custeio,84.360,84.360,0,0.0,,2016
FUNDO - ALTINÓPOLIS,Microcefalia,Custeio,2.200,2.200,0,0.0,,2016
FUNDO - ALTINÓPOLIS,Dose Certa,Custeio,1.163,1.163,0,0.0,,2016
FUNDO - ALTINÓPOLIS,Qualis Mais,Custeio,192.000,192.000,0,0.0,,2016
FUNDO - ALTO ALEGRE,Glicemia,Custeio,2.134,2.132,2,0.0,,2016
FUNDO - ALTO ALEGRE,Atenção Basica,Custeio,12.519,12.519,0,0.0,,2016
FUNDO - ALTO ALEGRE,Dose Certa,Custeio,367,367,0,0.0,,2016
FUNDO - ALTO ALEGRE,Aedes Aegypti,Custeio,15.360,15.360,0,0.0,,2016
FUNDO - ALTO ALEGRE,Dose Certa,Custeio,69,69,0,0.0,,2016
FUNDO - ALTO ALEGRE,Dose Certa,Custeio,479,479,0,0.0,,2016
FUNDO - ALTO ALEGRE,Qualis Mais,Custeio,96.000,96.000,0,0.0,,2016
FUNDO - ALUMINIO,Glicemia,Custeio,8.481,8.480,1,0.0,,2016
FUNDO - ALUMINIO,Atenção Basica,Custeio,54.183,54.183,0,0.0,,2016
FUNDO - ALUMINIO,Dose Certa,Custeio,3.904,3.904,0,0.0,,2016
FUNDO - ALUMINIO,Aedes Aegypti,Custeio,3.600,3.600,0,0.0,,2016
FUNDO - ALUMINIO,Dose Certa,Custeio,3.068,3.068,0,0.0,,2016
FUNDO - ALUMINIO,Dose Certa,Custeio,2.338,2.338,0,0.0,,2016
FUNDO - ÁLVARES FLORENCE,Glicemia,Custeio,1.938,1.940,-2,0.0,,2016
FUNDO - ÁLVARES FLORENCE,Atenção Basica,Custeio,11.559,11.559,0,0.0,,2016
FUNDO - ÁLVARES FLORENCE,Dose Certa,Custeio,1.934,1.934,0,0.0,,2016
FUNDO - ÁLVARES FLORENCE,Aedes Aegypti,Custeio,49.320,49.320,0,0.0,,2016
FUNDO - ÁLVARES FLORENCE,Dose Certa,Custeio,1.304,1.304,0,0.0,,2016
FUNDO - ÁLVARES FLORENCE,Dose Certa,Custeio,1.190,1.190,0,0.0,,2016
FUNDO - ÁLVARES FLORENCE,Qualis Mais,Custeio,48.000,48.000,0,0.0,,2016
FUNDO - ÁLVARES FLORENCE,Sorria SP,Custeio,36.000,36.000,0,0.0,,2016
FUNDO - ÁLVARES MACHADO,Glicemia,Custeio,11.890,11.888,2,0.0,,2016
FUNDO - ÁLVARES MACHADO,Atenção Basica,Custeio,73.953,73.953,0,0.0,,2016
FUNDO - ÁLVARES MACHADO,Dose Certa,Custeio,19.959,19.959,0,0.0,,2016
FUNDO - ÁLVARES MACHADO,Aedes Aegypti,Custeio,85.080,85.080,0,0.0,,2016
FUNDO - ÁLVARES MACHADO,Dose Certa,Custeio,7.615,7.615,0,0.0,,2016
FUNDO - ÁLVARES MACHADO,Dose Certa,Custeio,7.086,7.086,0,0.0,,2016
FUNDO - ÁLVARES MACHADO,Qualis Mais,Custeio,192.000,192.000,0,0.0,,2016
FUNDO - ÁLVARO DE CARVALHO,Sistema Prisional,Custeio,259.200,259.200,0,0.0,,2016
FUNDO - ÁLVARO DE CARVALHO,Glicemia,Custeio,2.492,2.492,0,0.0,,2016
FUNDO - ÁLVARO DE CARVALHO,Atenção Basica,Custeio,15.090,15.090,0,0.0,,2016
FUNDO - ÁLVARO DE CARVALHO,Dose Certa,Custeio,1.809,1.809,0,0.0,,2016
FUNDO - ÁLVARO DE CARVALHO,Aedes Aegypti,Custeio,44.880,44.880,0,0.0,,2016
FUNDO - ÁLVARO DE CARVALHO,Dose Certa,Custeio,707,707,0,0.0,,2016
FUNDO - ÁLVARO DE CARVALHO,Dose Certa,Custeio,802,802,0,0.0,,2016
FUNDO - ÁLVARO DE CARVALHO,Qualis Mais,Custeio,96.000,96.000,0,0.0,,2016
